Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
18.591707356928715,90.92873407455329,11.0253,25.3118,43.4416,551.5829,0.5,167.6551,Water Body,Sandy,1599.4606,0,0,0
14.23538969895981,83.99566747700027,113.4394,36.0487,87.801,2493.3676,4.2564,99.2111,Forest,Loam,98.7111,0,1,1
20.100343580963056,82.05224952069929,27.4444,43.8243,49.3609,674.0028,1.238,789.5685,Agricultural,Rocky,1010.5609,1,1,0
26.59305399131264,69.2494031936131,24.8053,38.5167,45.6033,305.2363,0.5868,6270.2343,Agricultural,Sandy,1883.172,1,0,0
28.755194536720182,92.54088203002802,12.7196,27.8861,41.272,1270.6925,1.5509,288.9803,Agricultural,Clay,3451.5074,1,0,0
15.03479100503278,77.75378378287637,368.6925,21.4322,100.0,5382.5561,7.4878,37.6521,Agricultural,Clay,2011.1704,1,1,1
23.74998856968997,76.77257561057979,43.6809,41.0508,31.3339,770.6893,0.7855,971.0564,Forest,Clay,514.5876,1,0,0
31.03400750723998,83.16485630170914,5.88,31.4696,45.5048,729.4453,0.5,503.1648,Forest,Loam,2097.6246,1,0,0
29.165982536830963,90.8868876146576,19.5898,29.144,42.4196,825.61,1.1544,2503.7259,Water Body,Sandy,12000.0,0,1,0
21.986414420530032,83.15150670790445,9.6882,28.9101,35.6061,590.6663,1.1883,529.6882,Wetland,Sandy,614.4282,1,1,0
31.758813132152138,69.5271708259276,56.5217,38.0966,65.8857,750.2802,0.9439,289.3862,Wetland,Sandy,1212.073,0,1,1
32.60459611049166,93.99388724370792,45.8694,32.2695,48.0321,699.7339,1.4681,59.8582,Forest,Sandy,1275.4512,0,1,1
21.76344080632353,72.78875685956832,94.6886,24.176,73.556,2012.7926,4.6589,5656.8137,Forest,Clay,664.0164,1,0,1
28.35341211916961,82.52541258459871,72.6079,24.308,56.5562,2021.9425,3.7025,900.4007,Forest,Clay,769.3264,0,1,1
29.97845185903811,92.9741967062536,0.5821,32.0268,46.8298,401.3363,0.6577,52.7246,Urban,Peat,1573.6092,1,0,0
19.31840019630983,95.50169789411058,36.8379,37.8728,38.287,671.7445,0.9826,603.4962,Forest,Clay,11056.4436,0,0,0
17.17126114073306,92.53239497333756,5.7167,31.1568,40.4591,74.9038,0.5073,60.1656,Water Body,Rocky,1250.836,1,0,0
24.969376612404677,82.04771954795339,8.2401,25.9233,43.4255,287.261,0.5,97.2497,Water Body,Loam,1094.2248,0,1,0
10.635469952202103,82.24259023241271,174.8481,25.8012,78.2834,3334.5443,5.4643,95.9257,Agricultural,Sandy,350.4525,0,1,1
9.313706113976552,70.21936237523194,186.5596,32.6711,94.8888,3179.6827,5.0905,4522.5101,Agricultural,Clay,6732.5361,0,0,1
31.208324897900077,70.74452951351782,167.3156,29.9096,89.1276,3468.7265,5.6263,238.4416,Desert,Loam,886.8012,1,0,1
26.197398640235043,91.47074757911216,20.4294,32.7173,50.1359,473.3035,0.5,48.566,Agricultural,Peat,3978.8857,1,1,0
27.569131732908463,86.00140315075937,262.3312,33.7804,100.0,4283.8196,6.7786,161.4845,Agricultural,Silt,2150.1156,0,0,1
30.834581288627298,82.78250069130667,17.089,28.5814,45.1023,435.1307,1.522,118.0732,Agricultural,Rocky,4470.4608,1,0,0
26.64702275883522,94.33502683060145,46.5045,36.8185,36.6035,1104.8866,1.503,226.5846,Agricultural,Clay,4729.092,0,1,0
15.283782364102173,87.23557311801288,2.1738,22.8483,47.2434,50.0,0.5,282.4368,Urban,Clay,4354.7517,1,0,0
21.332375295228758,74.37502694833833,16.1554,39.9527,42.233,266.2114,0.6173,170.9727,Desert,Silt,545.0447,0,1,0
10.676945031495846,72.47855343481906,133.1337,19.5237,79.0385,2544.1399,3.5252,114.265,Agricultural,Peat,140.9549,1,0,1
10.151943659977778,69.69797757248315,180.4874,23.9501,79.532,4702.3338,6.9717,221.6901,Agricultural,Loam,1288.6862,0,1,1
10.314535114200886,85.71902145983151,16.1967,32.8115,55.015,253.6538,0.9106,7580.2236,Desert,Sandy,1246.0828,0,0,0
33.21509792599523,72.48685616444826,11.7146,32.9403,49.7533,425.5899,0.5,36.7599,Desert,Peat,878.2341,1,0,0
20.246417524421133,93.31961513874968,8.8741,23.7171,49.312,483.3121,0.8343,4199.3221,Desert,Peat,1095.8127,0,1,0
8.597598440069188,92.72762117994967,179.2459,25.1179,62.2895,3345.1861,5.2782,298.1762,Wetland,Clay,1709.0175,0,1,1
18.803747739049655,81.14044756579216,32.1682,34.1609,46.7941,468.7704,0.5,7377.3395,Urban,Loam,12000.0,1,1,0
11.974561607787004,73.56814714261505,14.1153,27.3482,44.3458,881.4876,0.5,4979.1846,Wetland,Loam,216.0679,0,0,0
12.625762700268123,78.60530330963633,91.0295,17.3184,67.8255,2369.3908,3.8714,271.8552,Agricultural,Clay,1181.4382,1,0,1
15.23727405922322,80.52304260791962,6.1156,30.2402,37.7389,243.545,0.5,1820.6878,Agricultural,Clay,3243.3153,1,1,0
17.990095595525847,72.33567383471656,11.417,28.8164,31.9911,762.317,1.3737,4301.9817,Water Body,Loam,91.1967,0,0,0
33.5848597939711,70.12672354110815,12.5298,43.8987,40.5148,198.5252,1.1225,115.6735,Wetland,Clay,299.7286,0,0,0
13.139319098694994,88.28309563303735,7.7518,28.4096,51.2228,242.9851,0.5,260.737,Desert,Loam,695.9665,0,0,0
20.238685451116773,74.79676680737475,37.9634,21.9955,50.7817,564.073,0.8485,1417.5301,Agricultural,Silt,2037.8672,0,0,0
33.699640768099826,70.06125081045887,105.728,36.377,55.5845,2370.5335,3.7543,7727.4586,Forest,Sandy,2920.9098,0,1,1
18.383496552941736,84.3249367624511,133.2238,29.6306,72.1738,3152.6861,5.3722,994.5338,Urban,Silt,368.4522,1,0,1
20.39997847604594,76.8943954970259,3.589,39.4263,43.4951,895.8225,0.6726,64.8953,Wetland,Clay,1009.8295,1,1,1
29.313339938592993,88.15653457621727,6.1661,31.229,31.5131,509.02,0.6651,1351.557,Desert,Sandy,2754.118,1,0,0
32.7981951420323,81.85362274339553,191.7203,27.7632,100.0,3402.1603,5.0497,62.407,Forest,Peat,633.9,1,1,1
12.270140266511941,68.68664843860172,22.2745,24.8011,43.6766,570.7571,0.8302,236.405,Water Body,Clay,1571.8154,1,0,0
10.22335538513623,88.18552693666368,1.4749,25.4119,49.0215,415.0258,0.5,921.266,Urban,Rocky,6297.2293,0,1,0
19.86118835285592,89.82999647989509,7.0131,31.419,35.4547,185.3466,0.5,5798.9499,Urban,Silt,3307.5868,1,0,0
33.87405904292511,91.42300088276197,22.1812,39.6553,51.7573,284.0642,0.5,816.8113,Wetland,Sandy,2370.3866,0,0,0
16.553609278517918,85.77652128715972,8.673,19.2759,41.8917,643.0189,0.7002,284.805,Urban,Silt,2021.1881,0,1,0
31.21480201443708,78.58368995721452,3.4606,45.7606,44.9287,386.1899,0.5,7412.9686,Forest,Rocky,265.3582,1,0,0
30.79700582838212,92.17274983255304,10.2972,35.1037,20.0,223.7352,0.5,245.8185,Agricultural,Loam,8783.3817,0,1,0
13.865949813334343,89.06620850066346,27.1248,28.8356,41.6044,488.542,0.5,110.5187,Urban,Loam,581.7687,1,1,0
8.175217077448925,96.20101618954784,3.9891,27.7161,41.8169,954.0415,0.655,864.3634,Agricultural,Loam,6068.4755,0,1,0
19.401000046651077,96.85976455168645,231.4437,18.1418,100.0,3641.3525,6.7244,1018.2485,Agricultural,Loam,1504.2258,1,0,1
26.167535052148153,96.27308091147948,106.7888,26.262,77.1109,2307.6477,4.6144,1726.3496,Wetland,Clay,735.1624,0,0,1
14.470607591434561,77.06142305734835,58.2256,39.0511,59.9898,821.6083,1.0114,433.7768,Urban,Peat,3509.8304,0,1,0
33.41886943187836,93.00598532637417,194.5417,33.4026,99.8574,3625.2918,5.6284,2391.4855,Agricultural,Loam,3976.5028,0,1,1
33.6387369215353,75.67766600886836,177.7247,27.8583,85.6714,3577.9594,6.1779,178.8021,Urban,Loam,309.2628,1,0,1
30.24304488351563,73.3140793413337,9.5143,36.7216,51.1246,718.5308,0.5258,679.2422,Desert,Clay,5677.463,1,0,0
8.702881545237352,93.11162140916132,12.5858,24.6175,46.5147,417.4136,0.8655,244.1004,Agricultural,Rocky,4910.1214,1,1,0
25.427647488990527,76.39135361756308,171.081,20.224,75.3414,2943.2787,4.703,55.8748,Agricultural,Clay,868.3904,0,0,1
21.789745951692147,70.1417225440191,450.0,20.5687,100.0,6439.7314,9.9402,102.4875,Forest,Sandy,2784.8195,0,0,1
13.721034204270858,92.19168876202274,206.9339,23.8978,92.2484,3726.434,6.3808,270.8449,Agricultural,Rocky,1392.9388,0,0,1
31.715061358964853,82.28397378213724,49.889,29.6311,74.0867,2126.2709,4.4186,13.7479,Wetland,Clay,685.1383,0,0,1
8.636631665028116,68.59293436886855,137.2187,22.9893,89.8494,2515.5894,4.5243,194.1303,Urban,Sandy,2049.4251,1,1,1
22.953574227559955,72.33146067571248,8.5858,28.8201,20.0,203.7435,0.5,3280.1414,Wetland,Rocky,1313.8376,1,0,0
14.532048659219388,83.48158822547336,3.238,34.3943,40.6628,512.3562,1.4302,212.0558,Agricultural,Loam,2173.3977,1,0,0
19.48664224492133,82.37610686017126,250.4361,33.61,100.0,3868.4939,5.9093,97.3335,Forest,Rocky,3423.5151,0,1,1
15.863191862244134,74.54744146389308,192.4987,35.8389,93.983,3222.4135,5.7459,766.1155,Urban,Sandy,8016.0266,0,0,1
31.264951886875725,68.19035233776741,26.733,27.8813,47.7568,434.0051,0.6894,4626.402,Water Body,Rocky,377.8213,0,0,0
18.43656088773539,69.62753748825882,104.4261,20.9636,65.9839,2137.9931,3.09,774.8635,Desert,Clay,3043.8005,1,0,1
30.707746219450115,82.00686787969732,22.5974,34.1569,37.2758,772.6015,0.5,134.9825,Water Body,Peat,12000.0,1,1,0
18.861783456426544,95.35148748599248,32.6901,27.871,45.6534,606.2623,0.5,738.0812,Agricultural,Loam,700.1339,1,1,0
10.54675060959785,91.57470160354251,0.8307,26.3454,35.3379,225.7564,0.5,451.7883,Agricultural,Sandy,840.9312,1,0,0
23.277085807205637,88.79194395720982,169.4913,37.4958,95.5493,4823.7079,6.6081,3094.7089,Agricultural,Loam,2571.554,0,1,1
31.80607660705008,74.13324520011302,155.8305,34.2481,94.4181,2825.334,4.8749,272.9204,Urban,Rocky,1462.3282,1,1,1
10.12161942318556,68.82273635251228,4.4679,18.8766,60.7914,126.6406,0.5,2947.5099,Urban,Rocky,2273.5723,0,0,0
10.705706424364163,80.41018997556225,316.8324,23.4722,100.0,4710.634,7.8513,204.8642,Desert,Loam,724.4944,0,0,1
12.357877270923803,69.86388779322519,24.0417,16.8692,56.7419,452.1983,0.9789,229.7619,Urban,Peat,3048.0956,0,0,0
22.75438062665936,70.42689004057041,9.2631,28.7282,42.2582,204.7844,0.6691,3271.3777,Agricultural,Rocky,2717.498,0,1,0
23.686025786339208,75.18274548782922,140.5904,24.4507,85.3864,2587.2017,3.1786,252.6244,Forest,Loam,657.7329,0,1,1
10.390036285139203,70.67385488697956,36.8636,29.2013,46.301,696.8089,0.5027,197.1119,Agricultural,Clay,2206.404,1,1,0
14.40259522428688,89.46062435522526,41.4411,24.841,51.9586,545.2147,0.7093,188.4821,Agricultural,Rocky,464.8189,1,0,0
9.13744889773087,93.10876276681057,33.3602,37.7846,33.8338,442.4398,0.7511,292.7435,Agricultural,Silt,1499.9531,1,1,0
27.977466196475923,91.82261625202122,29.4348,31.2019,38.3654,636.0454,0.5,252.259,Forest,Peat,1131.2854,1,0,0
24.681875485432773,94.05688141185013,6.105,31.5612,38.7766,239.696,0.5,239.9361,Agricultural,Loam,634.6944,0,1,0
20.93791069600274,81.64347809330845,26.7805,21.6769,54.0939,1514.922,1.6238,73.7442,Water Body,Clay,1645.7699,0,1,1
32.26086883875412,80.5637341326603,8.2661,43.0295,44.3143,546.6799,0.5,2805.1463,Forest,Loam,203.9266,0,1,0
29.572786390400335,93.33071467012155,16.8225,27.3166,59.2843,322.301,1.0554,157.1464,Urban,Loam,2769.6217,0,0,0
18.57337027616365,68.4907884621344,34.4652,23.4595,44.1339,469.8376,1.6778,7170.4138,Wetland,Rocky,599.2974,1,1,0
25.992406166611573,87.5964885388201,5.9374,39.28,56.9988,376.0375,1.0638,57.3865,Forest,Peat,5598.0302,1,0,0
31.26399849208996,71.61372363610678,7.6428,45.3962,47.684,199.0729,0.5,135.3593,Forest,Sandy,2213.8508,0,0,0
21.055992165826773,85.930667696239,25.7617,21.6142,60.4372,467.9248,0.5,489.0217,Agricultural,Sandy,1465.6813,1,1,0
26.87193059796944,88.88088390015844,46.4488,34.9584,45.3179,833.4986,1.1615,1167.7444,Forest,Clay,1707.5607,1,0,0
27.145664359906533,94.35363605283735,3.6475,31.1977,36.3338,212.4618,0.9801,60.8662,Urban,Sandy,339.6111,0,1,0
34.6268112950479,75.1387156317898,289.1038,37.182,100.0,4651.5717,7.1422,141.5445,Agricultural,Peat,2239.0363,1,0,1
23.928703543635564,94.13640849923803,8.9118,32.4133,45.1431,752.0315,1.1803,242.2643,Agricultural,Sandy,308.2345,1,0,0
23.322676411036724,82.71923105156574,15.739,29.5011,38.1097,553.8358,0.9251,116.7621,Wetland,Clay,1088.0607,1,1,1
24.096395543588294,90.55811617816062,33.0933,33.4161,43.6961,1267.6553,1.6216,23.3299,Urban,Peat,4397.0453,1,1,0
28.166255051529507,93.73208165031808,23.5203,29.5301,34.5703,547.3285,0.6074,1039.2807,Urban,Loam,2504.5426,1,0,0
10.01471450035512,71.19762276326085,211.4478,23.6913,99.6663,3397.9068,5.6068,101.5096,Urban,Peat,416.2159,1,0,1
28.565506298753924,93.14841156789583,14.0279,38.056,33.5928,1047.9497,2.044,844.832,Forest,Rocky,407.475,0,0,0
16.992202605020463,73.83354937389306,64.2172,27.7243,68.1169,1606.3786,4.0685,159.6436,Desert,Clay,4332.3362,0,1,1
14.36697237732563,69.04401774765219,30.5118,26.2887,43.2866,1257.4566,1.5263,140.1158,Agricultural,Clay,460.8125,1,0,0
13.385843497987732,75.33724849937644,3.1571,21.1508,53.9618,538.6129,1.5345,270.8347,Urban,Clay,1694.8566,1,1,0
11.534300215106331,96.11385202946951,57.1403,27.9953,54.1916,888.5388,0.7072,3170.8626,Agricultural,Silt,2387.9741,0,0,0
22.122116034601554,76.92818765239551,86.1356,29.9034,48.317,1037.1639,0.9117,345.3703,Wetland,Peat,2959.1341,1,0,0
20.480681326371087,69.6890297836284,112.2201,29.2577,65.0619,2354.1149,4.9578,103.6768,Agricultural,Clay,928.4395,0,1,1
16.18468288397601,80.68843387728272,3.5563,36.6566,46.609,53.6394,0.5,66.1284,Agricultural,Clay,884.2014,1,1,0
12.09756357565573,77.53633697256781,36.8024,20.8886,58.2261,818.9057,1.3978,100.0726,Desert,Sandy,1197.6028,1,1,0
9.75870544411419,74.1376489920563,157.7289,15.0,84.9426,3505.5992,6.0888,105.5682,Forest,Clay,1464.3131,1,0,1
23.286712627397904,94.78659663757318,26.6199,23.32,52.0325,435.1671,0.5,6843.7212,Agricultural,Clay,1001.1574,1,1,0
24.77515640764667,90.73175570466262,27.3798,29.6907,55.7733,528.4007,1.5615,3662.4984,Agricultural,Clay,880.5276,1,0,0
8.097325797246837,75.158268297315,38.8774,26.8035,53.7745,627.287,1.1286,286.2939,Desert,Loam,652.0322,1,0,0
30.049691566443837,91.18868820968767,3.6531,32.9036,43.4121,154.3705,0.5,109.9378,Water Body,Clay,2133.1888,0,1,1
25.865475786796125,83.29410200094478,94.5596,30.0059,44.7729,1345.9527,2.0478,40.5847,Desert,Loam,3332.6673,1,1,0
19.66111537562615,73.91545825817506,92.1741,30.0048,60.6674,1222.2296,0.9072,189.612,Forest,Loam,1765.4569,0,0,0
20.208939362722916,83.23742079113015,12.2699,23.8465,34.6532,307.116,1.4011,119.9216,Water Body,Silt,1153.07,0,1,0
30.551629788926064,78.12265598823102,14.271,30.2078,53.4193,785.8381,0.8544,280.3189,Forest,Silt,1146.198,1,0,0
27.78551143166113,93.81929940359367,253.0754,29.6453,100.0,4072.2997,6.7827,71.5137,Forest,Loam,2502.1942,0,0,1
18.641597556364417,70.51063376845966,39.059,25.1914,49.8312,497.7485,1.0958,976.6104,Agricultural,Silt,1644.2354,0,1,0
9.299856571415543,81.35375437506222,23.8792,33.8887,48.6541,541.0639,0.6574,243.1789,Forest,Loam,1491.813,1,0,0
11.591264570497877,83.7115893639045,41.935,26.9723,52.4307,1603.2953,0.9623,606.9656,Agricultural,Silt,2610.2813,0,1,0
14.578875262515963,78.99257023974731,180.9009,31.1063,97.629,3419.7916,6.0764,193.6625,Wetland,Rocky,1180.126,0,0,1
17.878535985022342,69.43785146275893,39.0166,33.0836,33.4483,584.1999,0.8158,2163.0095,Urban,Clay,2709.4166,1,1,0
30.89894934542201,95.44742384911066,36.6074,35.3622,43.9736,499.8033,1.0269,227.2227,Wetland,Loam,1981.5938,1,1,1
15.358786493111786,80.64221585691324,20.3502,26.4004,39.4797,256.4277,0.8327,2212.3361,Agricultural,Loam,854.4963,0,0,0
8.229584827005764,92.43537056260233,243.4325,18.1132,87.2596,3797.6267,5.4314,2496.8066,Water Body,Clay,904.679,0,0,1
12.389945006093633,92.3635380389017,6.6308,27.1184,33.4539,597.8685,0.882,42.3143,Agricultural,Rocky,2103.9092,1,0,0
8.738828093177847,79.38455631274171,205.5724,23.9911,100.0,4045.3097,5.6817,432.3768,Agricultural,Peat,1166.342,0,1,1
22.762297535487768,90.76923614609385,17.5175,33.0267,42.0241,213.8272,0.5,155.9073,Agricultural,Loam,2630.4217,1,1,0
12.321934143773472,80.6627595017049,65.9958,16.5148,57.4435,1809.2852,2.1343,229.5748,Agricultural,Rocky,2387.5432,1,0,0
20.65383733384141,72.06129682572315,17.6711,22.4315,37.1881,403.5521,0.7898,1120.3411,Agricultural,Loam,483.9312,0,0,0
28.132514454832403,94.17668515221678,85.3941,17.7652,77.7788,1904.882,4.107,633.2538,Desert,Silt,803.8993,0,1,1
34.74011212011473,74.07488503535821,38.0668,31.17,37.7934,657.6835,0.5,269.5366,Water Body,Sandy,4122.5477,1,0,0
23.690993704278032,87.53597425440617,29.0305,32.1328,41.2104,646.5608,0.8002,6848.3359,Desert,Loam,603.5298,1,0,0
11.457237651859856,83.36469847932048,23.6837,25.4496,40.1812,975.1725,1.9706,291.5018,Water Body,Loam,12000.0,1,1,0
22.12513838361562,75.94519378372019,11.3791,32.8133,44.7397,297.8385,0.5144,4311.8567,Forest,Peat,5231.3739,0,1,0
12.25122984412586,80.91728310557465,23.8308,27.2423,50.5146,327.7978,0.7841,137.2843,Urban,Sandy,6194.4804,1,0,0
10.544158401403426,84.03661504142237,52.8494,33.522,50.8135,653.3805,0.5,2695.1225,Water Body,Loam,3860.9301,1,0,0
34.39685198970072,94.03124681456181,195.0795,30.1367,90.1472,4104.7913,5.3216,274.1072,Agricultural,Clay,5681.9528,0,0,1
13.35130243338504,72.70207809711508,109.7633,15.0,75.0254,2133.1694,4.141,1260.4511,Water Body,Sandy,12000.0,1,0,1
22.93268149775292,91.43971257615662,16.8791,30.9147,47.3486,274.0494,0.5,26.6941,Agricultural,Sandy,2185.8541,1,0,0
28.053076072399488,75.56108169231543,17.0023,25.0128,26.042,719.7457,0.8662,281.0997,Urban,Silt,3676.401,1,1,0
14.03708764002522,96.98258286078615,17.1698,18.8839,31.2572,360.8678,0.5,272.4804,Forest,Sandy,1349.9751,1,1,0
24.86603630551758,85.57371187496112,33.7012,29.6122,52.5337,484.0564,0.5,602.7267,Wetland,Loam,12000.0,1,0,0
12.67478267680347,71.94055171867207,16.8655,23.8102,37.6672,217.6857,0.5,117.9464,Agricultural,Clay,4218.8519,0,1,0
25.152055226285146,96.8043836588003,203.0497,35.0784,82.6713,3327.3894,5.2689,926.0025,Forest,Rocky,3233.1366,1,0,1
16.83417335738065,89.09630489116343,21.7874,27.9628,35.3933,340.022,0.5,353.6758,Agricultural,Peat,747.7265,0,0,0
19.951680903031694,88.8715754665107,34.2312,37.3106,44.8579,515.6149,0.5,253.5036,Agricultural,Clay,3482.5993,0,0,0
16.938080470372846,74.77069450188918,15.57,28.3097,47.5037,258.802,0.5,484.3117,Forest,Silt,2258.386,0,0,0
22.69474229138224,95.54951082748241,7.1298,35.2975,40.406,357.3093,0.5,4850.7957,Wetland,Clay,1687.2746,1,1,0
21.57153203480162,84.49277495631681,248.3947,31.1577,98.7306,3995.8359,5.8087,31.1246,Wetland,Clay,5371.6762,1,1,1
31.896742874750025,73.9632784684965,25.3959,33.9612,57.1775,395.3549,0.5,1209.5686,Water Body,Silt,1933.4488,1,1,0
13.493764047435088,87.86163321069264,27.2304,19.4264,43.1852,464.2162,0.5,155.4335,Agricultural,Sandy,1068.6138,0,1,0
22.70873956603827,84.47670421322069,28.7953,26.4584,28.7612,611.5078,1.8226,94.7297,Urban,Clay,1308.0625,1,0,0
22.001165593974818,96.14468085058039,55.1517,28.7667,50.8352,1691.7643,2.0353,233.3347,Forest,Loam,1184.0826,0,1,1
27.400345589300642,81.07030177988905,45.2749,37.6816,47.2253,580.7491,0.8906,980.5741,Forest,Sandy,1076.023,0,1,0
9.996576951091365,83.98369708672995,117.1339,16.3382,70.9192,2442.093,3.8347,5464.6799,Wetland,Clay,9410.4306,0,0,1
8.1958155564089,78.70864335328619,119.2497,37.434,80.7807,2333.6812,4.0813,75.4498,Agricultural,Sandy,341.85,0,0,1
27.10353921959619,72.62821709404068,187.8171,15.0,79.6829,3311.2053,5.5981,122.2749,Forest,Loam,894.7184,1,1,1
26.789155589511225,96.3085314810155,17.6322,32.0975,41.3873,353.7001,0.5,672.3557,Forest,Sandy,3442.9359,0,0,0
31.93216238485867,74.65132031946382,125.2663,33.5449,84.0636,3254.7301,5.2426,209.936,Agricultural,Loam,958.4732,0,1,1
33.806917065708106,89.03081510297451,3.1974,43.4794,38.9285,124.6121,0.5,1077.8435,Forest,Loam,960.3032,0,0,0
27.679258941288566,94.38048257532,3.1074,32.9884,41.9795,1588.2524,1.9056,196.1332,Wetland,Loam,5760.0457,1,0,0
33.44429684782355,76.44665680035752,11.9624,37.6165,49.9369,247.8396,0.5439,199.9956,Forest,Sandy,5318.8619,0,1,0
23.6799027745285,72.91626469404272,17.4703,38.0212,42.7737,354.6692,0.5,587.2484,Agricultural,Sandy,4573.8469,1,1,0
17.14788134622829,85.72103585889046,10.1873,24.4938,42.521,182.9437,0.7461,258.8929,Wetland,Peat,2771.6432,0,1,1
23.53843782901695,96.87909185690182,31.1168,32.32,55.4289,413.4166,1.1144,2616.6822,Wetland,Peat,6686.3647,1,1,0
26.84724314208198,83.45565308329235,0.4832,26.3547,62.1893,1121.4858,1.2923,4306.3916,Urban,Clay,175.8431,1,0,0
11.55334983564543,91.50486359679721,151.4252,22.0335,99.4373,2965.7193,4.7951,150.6336,Forest,Sandy,5025.456,1,0,1
28.878051106159692,88.69052118028647,13.7227,30.2213,46.7108,368.4298,0.7325,92.1612,Forest,Sandy,1097.4158,0,0,0
13.5005631238106,92.71505507864326,35.1469,23.2169,25.2758,535.9828,0.9763,7067.5666,Desert,Peat,4906.6159,0,0,0
27.599905798892145,90.52712551668175,76.8008,26.5902,61.5364,1737.3578,3.853,189.7479,Urban,Clay,1698.5121,0,1,1
18.706949413729006,90.23887892396586,225.8683,23.8775,91.7646,4251.9675,6.6349,465.5465,Water Body,Loam,1797.9871,1,1,1
30.39597284156408,73.38667698272236,18.1324,23.6551,32.3094,297.1166,0.5,5986.8533,Desert,Sandy,429.7941,0,0,0
29.100236567981444,81.31270671921902,69.6793,19.5814,65.9459,1845.328,3.1951,195.7536,Agricultural,Peat,1319.5644,0,1,1
30.196785336206087,77.31671697265618,16.7897,40.5991,38.6003,588.4063,1.2107,182.1929,Urban,Clay,791.3546,1,1,0
13.94107794407477,91.60710894592057,16.2591,34.4072,39.8286,697.482,1.2165,94.1637,Urban,Clay,390.0296,1,1,0
26.226366824951818,82.39248956157671,163.1607,28.2826,86.1812,2853.7163,4.801,113.7627,Forest,Clay,925.58,0,0,1
12.359395561159374,70.27079305006295,12.6953,35.3811,46.249,394.3627,1.3668,113.0821,Forest,Loam,5152.6094,0,0,0
26.50567163955754,87.67558358749692,59.3319,31.9821,66.1991,932.747,1.1677,949.6946,Agricultural,Clay,4979.9415,1,0,0
29.886378538284056,74.84658375951639,3.7027,30.9695,48.5589,459.0848,0.5,167.8112,Agricultural,Clay,1499.0852,0,1,0
33.3201938336436,71.32158217500896,11.9267,33.1939,53.5142,548.6165,0.5,246.28,Agricultural,Peat,3873.0406,1,0,0
17.43878554701759,76.55858036193709,37.8073,42.143,45.555,617.8382,1.4731,1656.872,Agricultural,Clay,4219.7606,0,1,0
14.273928554470512,79.43503375830066,25.3694,28.4354,32.1154,502.8991,1.2588,1895.2299,Forest,Clay,1122.6224,0,0,0
16.370589847834765,83.00082338351886,38.2076,30.8737,52.3442,1082.0516,1.5969,1769.2152,Agricultural,Silt,1932.7964,1,1,0
20.447906338640927,72.1719922283669,60.4816,34.4741,50.119,904.0939,1.6673,1006.2161,Forest,Clay,4506.7071,0,0,0
30.33896060688708,92.77845562769193,9.2032,35.0962,41.0312,1253.7807,1.5822,1138.205,Forest,Silt,2186.8397,1,0,0
13.230677227307911,74.14937116195512,51.9245,27.2696,48.1804,897.4003,0.5,218.5236,Wetland,Loam,593.8494,1,1,0
15.065214904785064,90.94314428933251,159.2488,22.7036,86.8583,2781.2037,5.0148,63.1737,Desert,Silt,2188.4615,1,1,1
19.012220690954663,91.13043212531313,7.4646,28.1452,41.9363,494.1597,1.2665,144.4531,Urban,Clay,3311.6716,0,0,0
22.253565354485957,91.32691458722687,0.8318,15.0,20.0756,1122.0594,1.5435,216.039,Urban,Loam,2811.1101,1,1,0
18.02942711144817,93.24688416364927,161.4037,23.9093,91.0329,3311.7904,5.5511,7469.2618,Forest,Rocky,689.7368,0,1,1
24.474614776333596,70.09180931715102,15.1769,34.8174,38.9799,727.6021,1.1012,234.6854,Agricultural,Loam,1480.5981,1,0,0
29.074544701266507,79.58905639396131,2.7972,27.9698,37.1593,312.5388,0.5,418.9391,Agricultural,Loam,1810.8705,1,0,0
21.082525867160292,84.92262692502689,18.7624,31.9275,40.4197,643.8803,0.5,87.6799,Forest,Loam,1851.3473,0,0,0
34.799926650213806,81.9160887746822,33.6336,37.0127,54.8058,1432.031,2.7294,100.4861,Forest,Silt,4623.1016,1,1,1
21.927296559296135,81.93898231926643,112.7448,21.3903,77.3299,2357.9244,3.8627,216.0637,Forest,Rocky,575.6793,1,1,1
22.480905282724862,83.94316008193327,40.9147,21.4499,56.698,630.7526,0.5,130.2793,Urban,Loam,818.2928,0,0,0
24.650241279110542,94.34696192360073,0.5003,42.5765,48.5162,81.4848,0.5,1357.5208,Agricultural,Peat,1432.864,0,0,0
33.43930114856471,90.39914276670801,3.69,32.2249,44.1431,165.7726,0.5,300.6526,Forest,Sandy,407.7995,1,1,0
20.391370845249874,94.21487025582512,27.016,34.3898,31.6966,843.544,1.4867,3168.8841,Urban,Loam,689.3381,0,0,0
16.212926895969936,95.79618810513234,18.7492,29.5095,48.1359,847.1738,1.1096,470.3682,Urban,Rocky,98.9996,0,0,0
25.965509403536473,84.18675641281095,48.3372,29.6986,63.0415,786.6576,1.3898,290.677,Agricultural,Sandy,958.4806,1,1,0
12.377562522429594,94.6039941452664,73.0361,38.1416,68.2229,2247.9746,4.1712,231.6772,Agricultural,Loam,197.7784,1,0,1
10.789112900958557,79.20182403139655,25.4213,32.553,41.5457,458.8748,0.9812,25.0554,Agricultural,Sandy,4771.8068,1,0,0
